Alabama
  Autauga County, AL (fips:01001)
                                  Dikeman, Neal (Lib)          2
                                 O'Rourke, Beto (Dem)         97
  Crane County, TX (fips:48103)
    G-TX                           Abbott, Greg (GOP)        842
                                 Tippetts, Mark (Lib)          8
                                   Valdez, Lupe (Dem)        197
    H-TX-23                     Corvalan, Ruben (Lib)         24
                                     Hurd, Will (GOP)        787
                              Ortiz Jones, Gina (Dem)        234
    S-TX                              Cruz, Ted (GOP)        836
                                  Dikeman, Neal (Lib)          6
                                 O'Rourke, Beto (Dem)        213
  Crockett County, TX (fips:48105)
    G-TX                           Abbott, Greg (GOP)        920
                                 Tippetts, Mark (Lib)         14
                                   Valdez, Lupe (Dem)        333
    H-TX-23                     Corvalan, Ruben (Lib)         22
                                     Hurd, Will (GOP)        903
                              Ortiz Jones, Gina (Dem)        333
    S-TX                              Cruz, Ted (GOP)        927
                                  Dikeman, Neal (Lib)          8
                                 O'Rourke, Beto (Dem)        340
  Crosby County, TX (fips:48107)
    G-TX                           Abbott, Greg (GOP)       1005
                                 Tippetts, Mark (Lib)         20
                                   Valdez, Lupe (Dem)        391
    H-TX-19                    Arrington, Jodey (GOP)       1025
                                Levario, Miguel (Dem)        381
    S-TX                              Cruz, Ted (GOP)        978
                                  Dikeman, Neal (Lib)          7
                                 O'Rourke, Beto (Dem)        436
  Culberson County, TX (fips:48109)
    G-TX                           Abbott, Greg (GOP)        321
                                 Tippetts, Mark (Lib)         11
                                   Valdez, Lupe (Dem)        422
    H-TX-23                     Corvalan, Ruben (Lib)         27
                                     Hurd, Will (GOP)        282
                              Ortiz Jones, Gina (Dem)        461
    S-TX                              Cruz, Ted (GOP)        294
                                  Dikeman, Neal (Lib)         21
                                 O'Rourke, Beto (Dem)        521
  Dallam County, TX (fips:48111)
    G-TX                           Abbott, Greg (GOP)        984
                                 Tippetts, Mark (Lib)          8
                                   Valdez, Lupe (Dem)        129
    H-TX-13                     DeWeese, Calvin (Lib)         22
                                    Sagan, Greg (Dem)        121
                                Thornberry, Mac (GOP)        968
    S-TX                              Cruz, Ted (GOP)        969
                                  Dikeman, Neal (Lib)          6
                                 O'Rourke, Beto (Dem)        139
  Dallas County, TX (fips:48113)
    G-TX                           Abbott, Greg (GOP)     282520
